Log_Date,ATM_ID,Location_Type,Region,Max_Capacity_IDR,Beginning_Cash_IDR,Replenishment_Amount_IDR,Target_Demand_IDR,Actual_Withdrawal_IDR,Ending_Cash_IDR,Is_Stockout,Holding_Cost_IDR,Logistics_Cost_IDR,Stockout_Penalty_Cost_IDR
2026-04-03,ATM-002,Residential Area,Jakarta Selatan,400000000,359300000.0,0.0,49000000.0,49000000.0,310300000.0,0,45863.01,0.0,0
2026-04-04,ATM-002,Residential Area,Jakarta Selatan,400000000,310300000.0,0.0,60700000.0,60700000.0,249600000.0,0,38349.32,0.0,0
2026-04-05,ATM-002,Residential Area,Jakarta Selatan,400000000,249600000.0,0.0,38900000.0,38900000.0,210700000.0,0,31527.4,0.0,0
2026-04-06,ATM-002,Residential Area,Jakarta Selatan,400000000,210700000.0,0.0,65400000.0,65400000.0,145300000.0,0,24383.56,0.0,0
2026-04-07,ATM-002,Residential Area,Jakarta Selatan,400000000,145300000.0,0.0,49200000.0,49200000.0,96100000.0,0,16534.25,0.0,0
2026-04-08,ATM-002,Residential Area,Jakarta Selatan,400000000,96100000.0,0.0,71900000.0,71900000.0,24200000.0,0,8239.73,0.0,0
2026-04-09,ATM-002,Residential Area,Jakarta Selatan,400000000,24200000.0,375800000.0,34200000.0,34200000.0,365800000.0,0,26712.33,192000.0,0
2026-04-10,ATM-002,Residential Area,Jakarta Selatan,400000000,365800000.0,0.0,53100000.0,53100000.0,312700000.0,0,46472.6,0.0,0
2026-04-11,ATM-002,Residential Area,Jakarta Selatan,400000000,312700000.0,0.0,40400000.0,40400000.0,272300000.0,0,40068.49,0.0,0
2026-04-12,ATM-002,Residential Area,Jakarta Selatan,400000000,272300000.0,0.0,65500000.0,65500000.0,206800000.0,0,32815.07,0.0,0
2026-04-13,ATM-002,Residential Area,Jakarta Selatan,400000000,206800000.0,0.0,39300000.0,39300000.0,167500000.0,0,25636.99,0.0,0
2026-04-14,ATM-002,Residential Area,Jakarta Selatan,400000000,167500000.0,0.0,54300000.0,54300000.0,113200000.0,0,19226.03,0.0,0
2026-04-15,ATM-002,Residential Area,Jakarta Selatan,400000000,113200000.0,0.0,45800000.0,45800000.0,67400000.0,0,12369.86,0.0,0
2026-04-16,ATM-002,Residential Area,Jakarta Selatan,400000000,67400000.0,332600000.0,75600000.0,75600000.0,324400000.0,0,26835.62,192000.0,0
2026-04-17,ATM-002,Residential Area,Jakarta Selatan,400000000,324400000.0,0.0,40600000.0,40600000.0,283800000.0,0,41657.53,0.0,0
2026-04-18,ATM-002,Residential Area,Jakarta Selatan,400000000,283800000.0,0.0,53000000.0,53000000.0,230800000.0,0,35246.58,0.0,0
2026-04-19,ATM-002,Residential Area,Jakarta Selatan,400000000,230800000.0,0.0,58000000.0,58000000.0,172800000.0,0,27643.84,0.0,0
2026-04-20,ATM-002,Residential Area,Jakarta Selatan,400000000,172800000.0,0.0,58800000.0,58800000.0,114000000.0,0,19643.84,0.0,0
2026-04-21,ATM-002,Residential Area,Jakarta Selatan,400000000,114000000.0,0.0,59500000.0,59500000.0,54500000.0,0,11541.1,0.0,0
2026-04-22,ATM-002,Residential Area,Jakarta Selatan,400000000,54500000.0,345500000.0,67600000.0,67600000.0,332400000.0,0,26500.0,192000.0,0
2026-04-23,ATM-002,Residential Area,Jakarta Selatan,400000000,332400000.0,0.0,57400000.0,57400000.0,275000000.0,0,41602.74,0.0,0
2026-04-24,ATM-002,Residential Area,Jakarta Selatan,400000000,275000000.0,0.0,43400000.0,43400000.0,231600000.0,0,34698.63,0.0,0
2026-04-25,ATM-002,Residential Area,Jakarta Selatan,400000000,231600000.0,0.0,69700000.0,69700000.0,161900000.0,0,26952.05,0.0,0
2026-04-26,ATM-002,Residential Area,Jakarta Selatan,400000000,161900000.0,0.0,36500000.0,36500000.0,125400000.0,0,19678.08,0.0,0
2026-04-27,ATM-002,Residential Area,Jakarta Selatan,400000000,125400000.0,0.0,44700000.0,44700000.0,80700000.0,0,14116.44,0.0,0
2026-04-28,ATM-002,Residential Area,Jakarta Selatan,400000000,80700000.0,0.0,50800000.0,50800000.0,29900000.0,0,7575.34,0.0,0
2026-04-29,ATM-002,Residential Area,Jakarta Selatan,400000000,29900000.0,370100000.0,37500000.0,37500000.0,362500000.0,0,26876.71,192000.0,0
2026-04-30,ATM-002,Residential Area,Jakarta Selatan,400000000,362500000.0,0.0,59600000.0,59600000.0,302900000.0,0,45575.34,0.0,0
2026-05-01,ATM-002,Residential Area,Jakarta Selatan,400000000,302900000.0,0.0,43700000.0,43700000.0,259200000.0,0,38500.0,0.0,0
2026-05-02,ATM-002,Residential Area,Jakarta Selatan,400000000,259200000.0,0.0,34900000.0,34900000.0,224300000.0,0,33116.44,0.0,0
2026-05-03,ATM-002,Residential Area,Jakarta Selatan,400000000,224300000.0,0.0,65500000.0,65500000.0,158800000.0,0,26239.73,0.0,0
2026-05-04,ATM-002,Residential Area,Jakarta Selatan,400000000,158800000.0,0.0,48400000.0,48400000.0,110400000.0,0,18438.36,0.0,0
2026-05-05,ATM-002,Residential Area,Jakarta Selatan,400000000,110400000.0,0.0,74900000.0,74900000.0,35500000.0,0,9993.15,0.0,0
2026-05-06,ATM-002,Residential Area,Jakarta Selatan,400000000,35500000.0,364500000.0,40600000.0,40600000.0,359400000.0,0,27047.95,192000.0,0
2026-05-07,ATM-002,Residential Area,Jakarta Selatan,400000000,359400000.0,0.0,51900000.0,51900000.0,307500000.0,0,45678.08,0.0,0
2026-05-08,ATM-002,Residential Area,Jakarta Selatan,400000000,307500000.0,0.0,74500000.0,74500000.0,233000000.0,0,37020.55,0.0,0
2026-05-09,ATM-002,Residential Area,Jakarta Selatan,400000000,233000000.0,0.0,48100000.0,48100000.0,184900000.0,0,28623.29,0.0,0
2026-05-10,ATM-002,Residential Area,Jakarta Selatan,400000000,184900000.0,0.0,52600000.0,52600000.0,132300000.0,0,21726.03,0.0,0
2026-05-11,ATM-002,Residential Area,Jakarta Selatan,400000000,132300000.0,0.0,49300000.0,49300000.0,83000000.0,0,14746.58,0.0,0
2026-05-12,ATM-002,Residential Area,Jakarta Selatan,400000000,83000000.0,0.0,35700000.0,35700000.0,47300000.0,0,8924.66,0.0,0
2026-05-13,ATM-002,Residential Area,Jakarta Selatan,400000000,47300000.0,352700000.0,64300000.0,64300000.0,335700000.0,0,26232.88,192000.0,0
2026-05-14,ATM-002,Residential Area,Jakarta Selatan,400000000,335700000.0,0.0,61200000.0,61200000.0,274500000.0,0,41794.52,0.0,0
2026-05-15,ATM-002,Residential Area,Jakarta Selatan,400000000,274500000.0,0.0,73100000.0,73100000.0,201400000.0,0,32595.89,0.0,0
2026-05-16,ATM-002,Residential Area,Jakarta Selatan,400000000,201400000.0,0.0,61300000.0,61300000.0,140100000.0,0,23390.41,0.0,0
2026-05-17,ATM-002,Residential Area,Jakarta Selatan,400000000,140100000.0,0.0,46400000.0,46400000.0,93700000.0,0,16013.7,0.0,0
2026-05-18,ATM-002,Residential Area,Jakarta Selatan,400000000,93700000.0,0.0,69400000.0,69400000.0,24300000.0,0,8082.19,0.0,0
2026-05-19,ATM-002,Residential Area,Jakarta Selatan,400000000,24300000.0,375700000.0,26000000.0,26000000.0,374000000.0,0,27280.82,192000.0,0
2025-11-01,ATM-003,Shopping Mall,Jakarta Timur,800000000,631479000.0,0.0,138200000.0,138200000.0,493279000.0,0,77038.22,0.0,0
2025-11-02,ATM-003,Shopping Mall,Jakarta Timur,800000000,493279000.0,0.0,102000000.0,102000000.0,391279000.0,0,60586.16,0.0,0
2025-11-03,ATM-003,Shopping Mall,Jakarta Timur,800000000,391279000.0,0.0,34700000.0,34700000.0,356579000.0,0,51223.15,0.0,0
2025-11-04,ATM-003,Shopping Mall,Jakarta Timur,800000000,356579000.0,0.0,54900000.0,54900000.0,301679000.0,0,45086.16,0.0,0
2025-11-05,ATM-003,Shopping Mall,Jakarta Timur,800000000,301679000.0,0.0,59000000.0,59000000.0,242679000.0,0,37284.79,0.0,0
2025-11-06,ATM-003,Shopping Mall,Jakarta Timur,800000000,242679000.0,0.0,35100000.0,35100000.0,207579000.0,0,30839.59,0.0,0
2025-11-07,ATM-003,Shopping Mall,Jakarta Timur,800000000,207579000.0,0.0,36900000.0,36900000.0,170679000.0,0,25908.08,0.0,0
2025-11-08,ATM-003,Shopping Mall,Jakarta Timur,800000000,170679000.0,0.0,69600000.0,69600000.0,101079000.0,0,18613.56,0.0,0
2025-11-09,ATM-003,Shopping Mall,Jakarta Timur,800000000,101079000.0,698921000.0,104900000.0,104900000.0,695100000.0,0,54532.81,176000.0,0
2025-11-10,ATM-003,Shopping Mall,Jakarta Timur,800000000,695100000.0,0.0,29200000.0,29200000.0,665900000.0,0,93219.18,0.0,0
2025-11-11,ATM-003,Shopping Mall,Jakarta Timur,800000000,665900000.0,0.0,58800000.0,58800000.0,607100000.0,0,87191.78,0.0,0
2025-11-12,ATM-003,Shopping Mall,Jakarta Timur,800000000,607100000.0,0.0,43400000.0,43400000.0,563700000.0,0,80191.78,0.0,0
2025-11-13,ATM-003,Shopping Mall,Jakarta Timur,800000000,563700000.0,0.0,33800000.0,33800000.0,529900000.0,0,74904.11,0.0,0
2025-11-14,ATM-003,Shopping Mall,Jakarta Timur,800000000,529900000.0,0.0,33900000.0,33900000.0,496000000.0,0,70267.12,0.0,0
2025-11-15,ATM-003,Shopping Mall,Jakarta Timur,800000000,496000000.0,0.0,67900000.0,67900000.0,428100000.0,0,63294.52,0.0,0
2025-11-16,ATM-003,Shopping Mall,Jakarta Timur,800000000,428100000.0,0.0,122200000.0,122200000.0,305900000.0,0,50273.97,0.0,0
2025-11-17,ATM-003,Shopping Mall,Jakarta Timur,800000000,305900000.0,0.0,33900000.0,33900000.0,272000000.0,0,39582.19,0.0,0
2025-11-18,ATM-003,Shopping Mall,Jakarta Timur,800000000,272000000.0,0.0,41800000.0,41800000.0,230200000.0,0,34397.26,0.0,0
2025-11-19,ATM-003,Shopping Mall,Jakarta Timur,800000000,230200000.0,0.0,47700000.0,47700000.0,182500000.0,0,28267.12,0.0,0
2025-11-20,ATM-003,Shopping Mall,Jakarta Timur,800000000,182500000.0,0.0,42700000.0,42700000.0,139800000.0,0,22075.34,0.0,0
2025-11-21,ATM-003,Shopping Mall,Jakarta Timur,800000000,139800000.0,660200000.0,34300000.0,34300000.0,765700000.0,0,62020.55,176000.0,0
2025-11-22,ATM-003,Shopping Mall,Jakarta Timur,800000000,765700000.0,0.0,79600000.0,79600000.0,686100000.0,0,99438.36,0.0,0
2025-11-23,ATM-003,Shopping Mall,Jakarta Timur,800000000,686100000.0,0.0,97100000.0,97100000.0,589000000.0,0,87335.62,0.0,0
2025-11-24,ATM-003,Shopping Mall,Jakarta Timur,800000000,589000000.0,0.0,54900000.0,54900000.0,534100000.0,0,76924.66,0.0,0
2025-11-25,ATM-003,Shopping Mall,Jakarta Timur,800000000,534100000.0,0.0,63100000.0,63100000.0,471000000.0,0,68842.47,0.0,0
2025-11-26,ATM-003,Shopping Mall,Jakarta Timur,800000000,471000000.0,0.0,39200000.0,39200000.0,431800000.0,0,61835.62,0.0,0
2025-11-27,ATM-003,Shopping Mall,Jakarta Timur,800000000,431800000.0,0.0,55500000.0,55500000.0,376300000.0,0,55349.32,0.0,0
2025-11-28,ATM-003,Shopping Mall,Jakarta Timur,800000000,376300000.0,0.0,32800000.0,32800000.0,343500000.0,0,49301.37,0.0,0
2025-11-29,ATM-003,Shopping Mall,Jakarta Timur,800000000,343500000.0,0.0,104300000.0,104300000.0,239200000.0,0,39910.96,0.0,0
2025-11-30,ATM-003,Shopping Mall,Jakarta Timur,800000000,239200000.0,0.0,86400000.0,86400000.0,152800000.0,0,26849.32,0.0,0
2025-12-01,ATM-003,Shopping Mall,Jakarta Timur,800000000,152800000.0,647200000.0,45400000.0,45400000.0,754600000.0,0,62150.68,176000.0,0
2025-12-02,ATM-003,Shopping Mall,Jakarta Timur,800000000,754600000.0,0.0,51500000.0,51500000.0,703100000.0,0,99842.47,0.0,0
2025-12-03,ATM-003,Shopping Mall,Jakarta Timur,800000000,703100000.0,0.0,54800000.0,54800000.0,648300000.0,0,92561.64,0.0,0
2025-12-04,ATM-003,Shopping Mall,Jakarta Timur,800000000,648300000.0,0.0,56500000.0,56500000.0,591800000.0,0,84938.36,0.0,0
2025-12-05,ATM-003,Shopping Mall,Jakarta Timur,800000000,591800000.0,0.0,56700000.0,56700000.0,535100000.0,0,77184.93,0.0,0
2025-12-06,ATM-003,Shopping Mall,Jakarta Timur,800000000,535100000.0,0.0,91200000.0,91200000.0,443900000.0,0,67054.79,0.0,0
2025-12-07,ATM-003,Shopping Mall,Jakarta Timur,800000000,443900000.0,0.0,89200000.0,89200000.0,354700000.0,0,54698.63,0.0,0
2025-12-08,ATM-003,Shopping Mall,Jakarta Timur,800000000,354700000.0,0.0,43500000.0,43500000.0,311200000.0,0,45609.59,0.0,0
2025-12-09,ATM-003,Shopping Mall,Jakarta Timur,800000000,311200000.0,0.0,42700000.0,42700000.0,268500000.0,0,39705.48,0.0,0
2025-12-10,ATM-003,Shopping Mall,Jakarta Timur,800000000,268500000.0,0.0,30100000.0,30100000.0,238400000.0,0,34719.18,0.0,0
2025-12-11,ATM-003,Shopping Mall,Jakarta Timur,800000000,238400000.0,0.0,54900000.0,54900000.0,183500000.0,0,28897.26,0.0,0
2025-12-12,ATM-003,Shopping Mall,Jakarta Timur,800000000,183500000.0,0.0,53500000.0,53500000.0,130000000.0,0,21472.6,0.0,0
2025-12-13,ATM-003,Shopping Mall,Jakarta Timur,800000000,130000000.0,670000000.0,99200000.0,99200000.0,700800000.0,0,56904.11,176000.0,0
2025-12-14,ATM-003,Shopping Mall,Jakarta Timur,800000000,700800000.0,0.0,108700000.0,108700000.0,592100000.0,0,88554.79,0.0,0
2025-12-15,ATM-003,Shopping Mall,Jakarta Timur,800000000,592100000.0,0.0,59500000.0,59500000.0,532600000.0,0,77034.25,0.0,0
2025-12-16,ATM-003,Shopping Mall,Jakarta Timur,800000000,532600000.0,0.0,34000000.0,34000000.0,498600000.0,0,70630.14,0.0,0
2025-12-17,ATM-003,Shopping Mall,Jakarta Timur,800000000,498600000.0,0.0,50400000.0,50400000.0,448200000.0,0,64849.32,0.0,0
2025-12-18,ATM-003,Shopping Mall,Jakarta Timur,800000000,448200000.0,0.0,67500000.0,67500000.0,380700000.0,0,56773.97,0.0,0
2025-12-19,ATM-003,Shopping Mall,Jakarta Timur,800000000,380700000.0,0.0,61700000.0,61700000.0,319000000.0,0,47924.66,0.0,0
2025-12-20,ATM-003,Shopping Mall,Jakarta Timur,800000000,319000000.0,0.0,132400000.0,132400000.0,186600000.0,0,34630.14,0.0,0
2025-12-21,ATM-003,Shopping Mall,Jakarta Timur,800000000,186600000.0,0.0,91500000.0,91500000.0,95100000.0,0,19294.52,0.0,0
2025-12-22,ATM-003,Shopping Mall,Jakarta Timur,800000000,95100000.0,704900000.0,30900000.0,30900000.0,769100000.0,0,59191.78,176000.0,0
2025-12-23,ATM-003,Shopping Mall,Jakarta Timur,800000000,769100000.0,0.0,46700000.0,46700000.0,722400000.0,0,102157.53,0.0,0
2025-12-24,ATM-003,Shopping Mall,Jakarta Timur,800000000,722400000.0,0.0,51900000.0,51900000.0,670500000.0,0,95404.11,0.0,0
2025-12-25,ATM-003,Shopping Mall,Jakarta Timur,800000000,670500000.0,0.0,64300000.0,64300000.0,606200000.0,0,87445.21,0.0,0
2025-12-26,ATM-003,Shopping Mall,Jakarta Timur,800000000,606200000.0,0.0,29700000.0,29700000.0,576500000.0,0,81006.85,0.0,0
2025-12-27,ATM-003,Shopping Mall,Jakarta Timur,800000000,576500000.0,0.0,71000000.0,71000000.0,505500000.0,0,74109.59,0.0,0
2025-12-28,ATM-003,Shopping Mall,Jakarta Timur,800000000,505500000.0,0.0,109200000.0,109200000.0,396300000.0,0,61767.12,0.0,0
2025-12-29,ATM-003,Shopping Mall,Jakarta Timur,800000000,396300000.0,0.0,30200000.0,30200000.0,366100000.0,0,52219.18,0.0,0
2025-12-30,ATM-003,Shopping Mall,Jakarta Timur,800000000,366100000.0,0.0,63700000.0,63700000.0,302400000.0,0,45787.67,0.0,0
2025-12-31,ATM-003,Shopping Mall,Jakarta Timur,800000000,302400000.0,0.0,37600000.0,37600000.0,264800000.0,0,38849.32,0.0,0
2026-01-01,ATM-003,Shopping Mall,Jakarta Timur,800000000,264800000.0,0.0,40300000.0,40300000.0,224500000.0,0,33513.7,0.0,0
2026-01-02,ATM-003,Shopping Mall,Jakarta Timur,800000000,224500000.0,0.0,39000000.0,39000000.0,185500000.0,0,28082.19,0.0,0
2026-01-03,ATM-003,Shopping Mall,Jakarta Timur,800000000,185500000.0,0.0,76000000.0,76000000.0,109500000.0,0,20205.48,0.0,0
2026-01-04,ATM-003,Shopping Mall,Jakarta Timur,800000000,109500000.0,690500000.0,66900000.0,66900000.0,733100000.0,0,57712.33,176000.0,0
2026-01-05,ATM-003,Shopping Mall,Jakarta Timur,800000000,733100000.0,0.0,55000000.0,55000000.0,678100000.0,0,96657.53,0.0,0
2026-01-06,ATM-003,Shopping Mall,Jakarta Timur,800000000,678100000.0,0.0,56500000.0,56500000.0,621600000.0,0,89020.55,0.0,0
2026-01-07,ATM-003,Shopping Mall,Jakarta Timur,800000000,621600000.0,0.0,45000000.0,45000000.0,576600000.0,0,82068.49,0.0,0
2026-01-08,ATM-003,Shopping Mall,Jakarta Timur,800000000,576600000.0,0.0,35600000.0,35600000.0,541000000.0,0,76547.95,0.0,0
2026-01-09,ATM-003,Shopping Mall,Jakarta Timur,800000000,541000000.0,0.0,43000000.0,43000000.0,498000000.0,0,71164.38,0.0,0
2026-01-10,ATM-003,Shopping Mall,Jakarta Timur,800000000,498000000.0,0.0,95200000.0,95200000.0,402800000.0,0,61698.63,0.0,0
2026-01-11,ATM-003,Shopping Mall,Jakarta Timur,800000000,402800000.0,0.0,80400000.0,80400000.0,322400000.0,0,49671.23,0.0,0
2026-01-12,ATM-003,Shopping Mall,Jakarta Timur,800000000,322400000.0,0.0,66800000.0,66800000.0,255600000.0,0,39589.04,0.0,0
2026-01-13,ATM-003,Shopping Mall,Jakarta Timur,800000000,255600000.0,0.0,35400000.0,35400000.0,220200000.0,0,32589.04,0.0,0
2026-01-14,ATM-003,Shopping Mall,Jakarta Timur,800000000,220200000.0,0.0,55200000.0,55200000.0,165000000.0,0,26383.56,0.0,0
2026-01-15,ATM-003,Shopping Mall,Jakarta Timur,800000000,165000000.0,0.0,39100000.0,39100000.0,125900000.0,0,19924.66,0.0,0
2026-01-16,ATM-003,Shopping Mall,Jakarta Timur,800000000,125900000.0,674100000.0,30300000.0,30300000.0,769700000.0,0,61342.47,176000.0,0
2026-01-17,ATM-003,Shopping Mall,Jakarta Timur,800000000,769700000.0,0.0,108900000.0,108900000.0,660800000.0,0,97979.45,0.0,0
2026-01-18,ATM-003,Shopping Mall,Jakarta Timur,800000000,660800000.0,0.0,105400000.0,105400000.0,555400000.0,0,83301.37,0.0,0
2026-01-19,ATM-003,Shopping Mall,Jakarta Timur,800000000,555400000.0,0.0,38700000.0,38700000.0,516700000.0,0,73431.51,0.0,0
2026-01-20,ATM-003,Shopping Mall,Jakarta Timur,800000000,516700000.0,0.0,48100000.0,48100000.0,468600000.0,0,67486.3,0.0,0
2026-01-21,ATM-003,Shopping Mall,Jakarta Timur,800000000,468600000.0,0.0,34700000.0,34700000.0,433900000.0,0,61815.07,0.0,0
2026-01-22,ATM-003,Shopping Mall,Jakarta Timur,800000000,433900000.0,0.0,35500000.0,35500000.0,398400000.0,0,57006.85,0.0,0
2026-01-23,ATM-003,Shopping Mall,Jakarta Timur,800000000,398400000.0,0.0,32100000.0,32100000.0,366300000.0,0,52376.71,0.0,0
2026-01-24,ATM-003,Shopping Mall,Jakarta Timur,800000000,366300000.0,0.0,104500000.0,104500000.0,261800000.0,0,43020.55,0.0,0
2026-01-25,ATM-003,Shopping Mall,Jakarta Timur,800000000,261800000.0,0.0,79900000.0,79900000.0,181900000.0,0,30390.41,0.0,0
2026-01-26,ATM-003,Shopping Mall,Jakarta Timur,800000000,181900000.0,0.0,34400000.0,34400000.0,147500000.0,0,22561.64,0.0,0
2026-01-27,ATM-003,Shopping Mall,Jakarta Timur,800000000,147500000.0,652500000.0,29300000.0,29300000.0,770700000.0,0,62890.41,176000.0,0
2026-01-28,ATM-003,Shopping Mall,Jakarta Timur,800000000,770700000.0,0.0,32600000.0,32600000.0,738100000.0,0,103342.47,0.0,0
2026-01-29,ATM-003,Shopping Mall,Jakarta Timur,800000000,738100000.0,0.0,40400000.0,40400000.0,697700000.0,0,98342.47,0.0,0
2026-01-30,ATM-003,Shopping Mall,Jakarta Timur,800000000,697700000.0,0.0,34000000.0,34000000.0,663700000.0,0,93246.58,0.0,0
2026-01-31,ATM-003,Shopping Mall,Jakarta Timur,800000000,663700000.0,0.0,69000000.0,69000000.0,594700000.0,0,86191.78,0.0,0
2026-02-01,ATM-003,Shopping Mall,Jakarta Timur,800000000,594700000.0,0.0,57800000.0,57800000.0,536900000.0,0,77506.85,0.0,0
2026-02-02,ATM-003,Shopping Mall,Jakarta Timur,800000000,536900000.0,0.0,52800000.0,52800000.0,484100000.0,0,69931.51,0.0,0
2026-02-03,ATM-003,Shopping Mall,Jakarta Timur,800000000,484100000.0,0.0,51900000.0,51900000.0,432200000.0,0,62760.27,0.0,0
2026-02-04,ATM-003,Shopping Mall,Jakarta Timur,800000000,432200000.0,0.0,53600000.0,53600000.0,378600000.0,0,55534.25,0.0,0
2026-02-05,ATM-003,Shopping Mall,Jakarta Timur,800000000,378600000.0,0.0,33300000.0,33300000.0,345300000.0,0,49582.19,0.0,0
2026-02-06,ATM-003,Shopping Mall,Jakarta Timur,800000000,345300000.0,0.0,47700000.0,47700000.0,297600000.0,0,44034.25,0.0,0
2026-02-07,ATM-003,Shopping Mall,Jakarta Timur,800000000,297600000.0,0.0,122700000.0,122700000.0,174900000.0,0,32363.01,0.0,0
2026-02-08,ATM-003,Shopping Mall,Jakarta Timur,800000000,174900000.0,0.0,89800000.0,89800000.0,85100000.0,0,17808.22,0.0,0
2026-02-09,ATM-003,Shopping Mall,Jakarta Timur,800000000,85100000.0,714900000.0,48600000.0,48600000.0,751400000.0,0,57294.52,176000.0,0
2026-02-10,ATM-003,Shopping Mall,Jakarta Timur,800000000,751400000.0,0.0,42600000.0,42600000.0,708800000.0,0,100013.7,0.0,0
2026-02-11,ATM-003,Shopping Mall,Jakarta Timur,800000000,708800000.0,0.0,50400000.0,50400000.0,658400000.0,0,93643.84,0.0,0
2026-02-12,ATM-003,Shopping Mall,Jakarta Timur,800000000,658400000.0,0.0,47500000.0,47500000.0,610900000.0,0,86938.36,0.0,0
2026-02-13,ATM-003,Shopping Mall,Jakarta Timur,800000000,610900000.0,0.0,33800000.0,33800000.0,577100000.0,0,81369.86,0.0,0
2026-02-14,ATM-003,Shopping Mall,Jakarta Timur,800000000,577100000.0,0.0,58200000.0,58200000.0,518900000.0,0,75068.49,0.0,0
2026-02-15,ATM-003,Shopping Mall,Jakarta Timur,800000000,518900000.0,0.0,99900000.0,99900000.0,419000000.0,0,64239.73,0.0,0
2026-02-16,ATM-003,Shopping Mall,Jakarta Timur,800000000,419000000.0,0.0,47600000.0,47600000.0,371400000.0,0,54136.99,0.0,0
2026-02-17,ATM-003,Shopping Mall,Jakarta Timur,800000000,371400000.0,0.0,45100000.0,45100000.0,326300000.0,0,47787.67,0.0,0
2026-02-18,ATM-003,Shopping Mall,Jakarta Timur,800000000,326300000.0,0.0,40400000.0,40400000.0,285900000.0,0,41931.51,0.0,0
2026-02-19,ATM-003,Shopping Mall,Jakarta Timur,800000000,285900000.0,0.0,58300000.0,58300000.0,227600000.0,0,35171.23,0.0,0
2026-02-20,ATM-003,Shopping Mall,Jakarta Timur,800000000,227600000.0,0.0,54900000.0,54900000.0,172700000.0,0,27417.81,0.0,0
2026-02-21,ATM-003,Shopping Mall,Jakarta Timur,800000000,172700000.0,0.0,91500000.0,91500000.0,81200000.0,0,17390.41,0.0,0
2026-02-22,ATM-003,Shopping Mall,Jakarta Timur,800000000,81200000.0,718800000.0,77600000.0,77600000.0,722400000.0,0,55041.1,176000.0,0
2026-02-23,ATM-003,Shopping Mall,Jakarta Timur,800000000,722400000.0,0.0,39400000.0,39400000.0,683000000.0,0,96260.27,0.0,0
2026-02-24,ATM-003,Shopping Mall,Jakarta Timur,800000000,683000000.0,0.0,35600000.0,35600000.0,647400000.0,0,91123.29,0.0,0
2026-02-25,ATM-003,Shopping Mall,Jakarta Timur,800000000,647400000.0,0.0,45600000.0,45600000.0,601800000.0,0,85561.64,0.0,0
2026-02-26,ATM-003,Shopping Mall,Jakarta Timur,800000000,601800000.0,0.0,35500000.0,35500000.0,566300000.0,0,80006.85,0.0,0
2026-02-27,ATM-003,Shopping Mall,Jakarta Timur,800000000,566300000.0,0.0,47700000.0,47700000.0,518600000.0,0,74308.22,0.0,0
2026-02-28,ATM-003,Shopping Mall,Jakarta Timur,800000000,518600000.0,0.0,92000000.0,92000000.0,426600000.0,0,64739.73,0.0,0
2026-03-01,ATM-003,Shopping Mall,Jakarta Timur,800000000,426600000.0,0.0,72100000.0,72100000.0,354500000.0,0,53500.0,0.0,0
2026-03-02,ATM-003,Shopping Mall,Jakarta Timur,800000000,354500000.0,0.0,55600000.0,55600000.0,298900000.0,0,44753.42,0.0,0
2026-03-03,ATM-003,Shopping Mall,Jakarta Timur,800000000,298900000.0,0.0,48800000.0,48800000.0,250100000.0,0,37602.74,0.0,0
2026-03-04,ATM-003,Shopping Mall,Jakarta Timur,800000000,250100000.0,0.0,33900000.0,33900000.0,216200000.0,0,31938.36,0.0,0
2026-03-05,ATM-003,Shopping Mall,Jakarta Timur,800000000,216200000.0,0.0,43300000.0,43300000.0,172900000.0,0,26650.68,0.0,0
2026-03-06,ATM-003,Shopping Mall,Jakarta Timur,800000000,172900000.0,0.0,60200000.0,60200000.0,112700000.0,0,19561.64,0.0,0
2026-03-07,ATM-003,Shopping Mall,Jakarta Timur,800000000,112700000.0,687300000.0,122600000.0,122600000.0,677400000.0,0,54116.44,176000.0,0
2026-03-08,ATM-003,Shopping Mall,Jakarta Timur,800000000,677400000.0,0.0,90300000.0,90300000.0,587100000.0,0,86609.59,0.0,0
2026-03-09,ATM-003,Shopping Mall,Jakarta Timur,800000000,587100000.0,0.0,41900000.0,41900000.0,545200000.0,0,77554.79,0.0,0
2026-03-10,ATM-003,Shopping Mall,Jakarta Timur,800000000,545200000.0,0.0,44200000.0,44200000.0,501000000.0,0,71657.53,0.0,0
2026-03-11,ATM-003,Shopping Mall,Jakarta Timur,800000000,501000000.0,0.0,37800000.0,37800000.0,463200000.0,0,66041.1,0.0,0
2026-03-12,ATM-003,Shopping Mall,Jakarta Timur,800000000,463200000.0,0.0,45300000.0,45300000.0,417900000.0,0,60349.32,0.0,0
2026-03-13,ATM-003,Shopping Mall,Jakarta Timur,800000000,417900000.0,0.0,53000000.0,53000000.0,364900000.0,0,53616.44,0.0,0
2026-03-14,ATM-003,Shopping Mall,Jakarta Timur,800000000,364900000.0,0.0,131700000.0,131700000.0,233200000.0,0,40965.75,0.0,0
2026-03-15,ATM-003,Shopping Mall,Jakarta Timur,800000000,233200000.0,0.0,114100000.0,114100000.0,119100000.0,0,24130.14,0.0,0
2026-03-16,ATM-003,Shopping Mall,Jakarta Timur,800000000,119100000.0,680900000.0,39900000.0,39900000.0,760100000.0,0,60219.18,176000.0,0
2026-03-17,ATM-003,Shopping Mall,Jakarta Timur,800000000,760100000.0,0.0,65500000.0,65500000.0,694600000.0,0,99636.99,0.0,0
